pemaritl,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,a_age,a_sex,bdm1900,yob,black,orace,cdiv,coll,hs,a_fnlwgt
MARRIED - SPOUSE PRESENT,3,660,243,54,670,55,0,1146,95,0,0,0,1995,95029104,60,2,417,34,0,0,8,0,1,852.20343
MARRIED - SPOUSE PRESENT,None,958,250,79,,,,1146,95,0,0,0,1995,95029104,36,2,708,58,0,0,8,1,0,991.92212
MARRIED - SPOUSE PRESENT,None,846,261,70,,,,1146,95,0,0,0,1995,95029104,46,2,585,48,0,0,8,1,0,981.6297
MARRIED - SPOUSE PRESENT,2,909,253,75,956,79,0,1146,95,0,0,0,1995,95029104,40,2,656,54,0,0,8,1,0,1021.1663
MARRIED - SPOUSE PRESENT,None,1061,355,88,,,,1073,89,1,1,0,1995,95029104,36,2,706,58,0,0,8,0,1,925.57678
SEPARATED,1,1111,259,92,1100,91,1,1146,95,0,1,0,1995,95029104,24,2,852,70,0,0,8,1,0,964.41571
MARRIED - SPOUSE PRESENT,None,1085,297,90,,,,1146,95,0,0,0,1995,95029104,29,2,788,65,0,0,8,1,0,936.36591
MARRIED - SPOUSE PRESENT,None,932,215,77,,,,1010,84,1,1,0,1995,95029104,35,2,717,59,0,0,8,1,0,754.5459
MARRIED - SPOUSE ABSENT,2,1032,309,85,1051,87,1,1146,95,0,0,0,1995,95029104,35,2,723,60,0,0,8,0,1,754.5459
MARRIED - SPOUSE PRESENT,1,1058,282,88,1113,92,0,1073,89,1,1,0,1995,95029112,30,2,776,64,0,0,8,1,0,774.46393
DIVORCED,1,776,211,64,794,66,0,1126,93,1,1,0,1995,95029112,48,2,565,47,0,0,8,1,0,779.9328
MARRIED - SPOUSE PRESENT,2,720,233,59,745,62,0,842,70,1,1,0,1995,95029112,54,2,487,40,0,0,8,1,0,755.89282
MARRIED - SPOUSE PRESENT,1,772,268,64,892,74,0,909,75,1,1,0,1995,95029112,53,2,504,41,0,0,8,0,1,1123.7131
DIVORCED,None,953,246,79,,,,1001,83,1,1,0,1995,95029112,36,2,707,58,0,0,8,0,1,842.76501
MARRIED - SPOUSE PRESENT,None,1078,357,89,,,,1146,95,0,0,0,1995,95029112,35,2,721,60,0,0,8,0,0,966.57147
DIVORCED,None,916,346,76,,,,958,79,1,1,0,1995,95029112,48,2,570,47,0,0,8,1,0,779.9328
MARRIED - SPOUSE PRESENT,3,673,200,56,703,58,0,921,76,1,1,0,1995,95029120,56,2,473,39,0,0,8,0,1,760.6817
DIVORCED,None,1082,328,90,,,,1114,92,1,1,0,1995,95029120,32,2,754,62,0,0,8,1,0,774.46393
MARRIED - SPOUSE PRESENT,5,657,214,54,674,56,0,1014,84,1,1,0,1995,95029120,58,2,443,36,0,0,8,0,1,1012.4593
DIVORCED,4,976,241,81,991,82,1,1096,91,1,1,0,1995,95029120,34,2,735,61,0,0,8,0,1,774.46393
DIVORCED,1,1064,278,88,998,83,1,1110,92,1,1,0,1995,95029120,29,2,786,65,0,0,8,1,0,813.86029
MARRIED - SPOUSE PRESENT,1,1114,426,92,1131,94,1,1146,95,0,0,0,1995,95029120,38,2,688,57,0,1,8,0,1,378.4491
MARRIED - SPOUSE PRESENT,2,800,251,66,847,70,1,1146,95,0,0,0,1995,95029120,49,2,549,45,0,0,8,1,0,779.9328
DIVORCED,2,923,339,76,838,69,0,963,80,1,1,0,1995,95029120,46,2,584,48,0,1,8,0,1,378.4491
MARRIED - SPOUSE PRESENT,3,1015,247,84,1083,90,1,1146,95,0,0,0,1995,95029120,31,2,768,63,0,0,8,0,1,1033.7891
MARRIED - SPOUSE PRESENT,1,1061,244,88,1110,92,1,1146,95,0,0,0,1995,95029128,27,2,817,68,0,0,8,0,1,1116.2341
MARRIED - SPOUSE PRESENT,6,835,240,69,882,73,1,1146,95,0,0,0,1995,95029128,45,2,595,49,0,0,8,1,0,1118.7979
DIVORCED,1,978,277,81,999,83,0,1030,85,1,1,0,1995,95029128,37,2,701,58,0,0,8,0,1,1173.9973
MARRIED - SPOUSE PRESENT,1,1061,291,88,1105,92,1,1146,95,0,0,0,1995,95029128,31,2,770,64,0,0,8,0,1,1033.7891
MARRIED - SPOUSE PRESENT,3,823,211,68,816,67,0,909,75,1,1,0,1995,95029128,44,2,612,50,0,0,8,0,1,1118.662
MARRIED - SPOUSE PRESENT,1,717,256,59,798,66,1,1146,95,0,0,0,1995,95029128,57,2,461,38,0,0,8,1,0,962.51392
MARRIED - SPOUSE PRESENT,2,1058,471,88,1064,88,1,1146,95,0,0,0,1995,95029128,46,2,587,48,0,0,8,0,1,993.84528
MARRIED - SPOUSE PRESENT,1,920,282,76,1013,84,1,1146,95,0,0,0,1995,95029136,42,2,638,53,0,0,8,1,0,993.72412
MARRIED - SPOUSE PRESENT,4,618,233,51,630,52,0,743,61,1,1,0,1995,95029136,63,2,385,32,0,0,8,0,1,1113.8763
DIVORCED,4,767,264,63,782,65,0,841,70,1,1,0,1995,95029136,53,2,503,41,0,0,8,1,0,980.9057
MARRIED - SPOUSE PRESENT,2,876,200,72,875,72,1,913,76,1,1,0,1995,95029136,39,2,676,56,0,0,8,0,0,1051.1053
MARRIED - SPOUSE PRESENT,1,887,412,73,895,74,1,911,75,1,1,0,1995,95029136,55,2,475,39,0,0,8,1,0,861.75983
MARRIED - SPOUSE PRESENT,4,971,349,80,959,79,0,989,82,1,1,0,1995,95029136,43,2,622,51,0,1,8,0,1,672.21948
MARRIED - SPOUSE PRESENT,None,1082,320,90,,,,1146,95,0,0,0,1995,95029136,31,2,762,63,0,0,8,1,0,925.57397
MARRIED - SPOUSE PRESENT,None,1076,287,89,,,,1146,95,0,0,0,1995,95029136,29,2,789,65,0,0,8,1,0,835.29449
MARRIED - SPOUSE PRESENT,None,1099,320,91,,,,1146,95,0,0,0,1995,95029136,30,2,779,64,0,0,8,1,0,925.57397
MARRIED - SPOUSE PRESENT,3,595,224,49,600,49,1,1146,95,0,0,0,1995,95029144,64,2,371,30,0,1,8,0,0,891.03021
MARRIED - SPOUSE PRESENT,3,755,257,62,761,63,0,1146,95,0,0,0,1995,95029144,54,2,498,41,0,1,8,0,0,891.03021
MARRIED - SPOUSE PRESENT,1,1022,297,85,1067,88,0,1146,95,0,0,0,1995,95029144,35,2,725,60,0,0,8,0,1,1051.1053
MARRIED - SPOUSE PRESENT,2,845,234,70,974,81,0,1146,95,0,0,0,1995,95029144,44,2,611,50,0,0,8,0,1,1001.5625
MARRIED - SPOUSE PRESENT,2,916,220,76,975,81,1,1146,95,0,0,0,1995,95029144,37,2,696,57,0,0,8,0,1,933.7124
MARRIED - SPOUSE PRESENT,1,944,281,78,1048,87,1,1146,95,0,0,0,1995,95029144,40,2,663,55,0,0,8,1,0,1017.1834
MARRIED - SPOUSE PRESENT,3,1014,277,84,1094,91,0,1146,95,0,0,0,1995,95029144,34,2,737,61,0,0,8,1,0,1301.5909
MARRIED - SPOUSE PRESENT,2,722,206,60,820,68,0,734,61,1,1,0,1995,95029152,52,2,516,42,0,0,8,1,0,1165.6473
MARRIED - SPOUSE PRESENT,2,931,238,77,1103,91,0,969,80,1,1,0,1995,95029152,37,2,693,57,0,0,8,0,1,940.0686
MARRIED - SPOUSE PRESENT,2,968,292,80,1033,86,1,1146,95,0,0,0,1995,95029152,39,2,676,56,0,0,8,1,0,940.0686
MARRIED - SPOUSE PRESENT,2,984,274,81,989,82,1,1146,95,0,0,0,1995,95029152,36,2,710,59,0,1,8,0,1,634.69952
MARRIED - SPOUSE PRESENT,3,670,194,55,681,56,0,1146,95,0,0,0,1995,95029152,55,2,476,39,0,0,8,0,1,1326.6213
MARRIED - SPOUSE PRESENT,4,645,210,53,660,54,0,1146,95,0,0,0,1995,95029152,59,2,435,36,0,0,8,0,0,1326.6213
MARRIED - SPOUSE PRESENT,1,1100,217,91,1110,92,0,1146,95,0,0,0,1995,95029152,21,2,883,73,0,0,8,0,0,1308.6416
MARRIED - SPOUSE PRESENT,3,876,237,72,902,75,0,937,78,1,1,0,1995,95029152,42,2,639,53,0,0,8,0,1,1221.5374
MARRIED - SPOUSE PRESENT,1,857,204,71,871,72,0,1146,95,0,0,0,1995,95029152,41,2,653,54,0,0,8,0,0,1221.5374
MARRIED - SPOUSE PRESENT,3,699,239,58,691,57,0,774,64,1,1,0,1995,95029160,57,2,460,38,0,0,8,0,1,881.51147
MARRIED - SPOUSE PRESENT,1,948,255,78,1008,83,1,1146,95,0,0,0,1995,95029160,37,2,693,57,0,0,8,0,1,940.0686
MARRIED - SPOUSE PRESENT,None,860,289,71,,,,1146,95,0,0,0,1995,95029160,47,2,571,47,0,1,8,1,0,603.89258
MARRIED - SPOUSE PRESENT,1,819,195,68,849,70,1,875,72,1,1,0,1995,95029160,43,2,624,51,0,0,8,0,1,910.7066
MARRIED - SPOUSE PRESENT,None,1103,306,91,,,,1146,95,0,0,0,1995,95029160,29,2,797,66,0,0,8,1,0,1110.5208
MARRIED - SPOUSE PRESENT,2,1015,263,84,1054,87,1,1146,95,0,0,0,1995,95029160,32,2,752,62,0,0,8,1,0,1234.1704
MARRIED - SPOUSE PRESENT,None,1039,305,86,,,,1146,95,0,0,0,1995,95029160,34,2,734,61,0,0,8,1,0,1234.1704
WIDOWED,4,560,199,46,571,47,1,939,78,0,0,1,1995,95029168,65,2,361,30,1,0,8,0,0,1231.3405
MARRIED - SPOUSE PRESENT,2,1101,214,91,1106,92,1,1146,95,0,0,0,1995,95029168,21,2,887,73,0,0,8,0,0,1259.7313
MARRIED - SPOUSE PRESENT,2,957,266,79,969,80,0,1146,95,0,0,0,1995,95029168,37,2,691,57,0,1,8,0,0,723.34692
MARRIED - SPOUSE PRESENT,None,1056,277,87,,,,1146,95,0,0,0,1995,95029168,30,2,779,64,0,0,8,0,1,1234.1704
DIVORCED,2,619,178,51,629,52,0,810,67,1,1,0,1995,95029168,58,2,441,36,0,0,8,0,1,1029.2794
MARRIED - SPOUSE PRESENT,2,757,278,63,765,63,0,1146,95,0,0,0,1995,95029168,55,2,479,39,0,0,8,0,1,936.22931
MARRIED - SPOUSE ABSENT,3,1058,275,88,1012,84,0,1146,95,0,0,0,1995,95029168,30,2,783,65,0,0,8,0,1,1005.0354
MARRIED - SPOUSE PRESENT,2,918,239,76,936,77,1,1146,95,0,0,0,1995,95029168,38,2,679,56,0,0,8,0,1,1160.5155
DIVORCED,None,1072,300,89,,,,1084,90,1,1,0,1995,95029168,31,2,772,64,0,0,8,0,1,1165.8759
MARRIED - SPOUSE PRESENT,1,1056,348,87,1062,88,0,1146,95,0,0,0,1995,95029176,36,2,708,58,0,0,8,1,0,859.57758
DIVORCED,1,710,216,59,717,59,0,764,63,1,1,0,1995,95029176,54,2,494,41,0,0,8,1,0,910.96588
DIVORCED,None,836,233,69,,,,954,79,1,1,0,1995,95029176,45,2,603,50,0,0,8,0,1,947.14569
MARRIED - SPOUSE PRESENT,4,976,260,81,1027,85,1,1102,91,1,1,0,1995,95029176,35,2,716,59,0,0,8,0,1,859.57758
MARRIED - SPOUSE PRESENT,4,927,217,77,936,77,0,1006,83,1,1,0,1995,95029176,36,2,710,59,0,0,8,0,0,1039.0349
MARRIED - SPOUSE PRESENT,None,1060,345,88,,,,1146,95,0,0,0,1995,95029176,35,2,715,59,0,0,8,1,0,859.57758
DIVORCED,2,740,260,61,750,62,1,893,74,1,1,0,1995,95029176,55,2,480,39,0,0,8,0,1,891.2771
MARRIED - SPOUSE PRESENT,4,969,233,80,985,82,1,1146,95,0,0,0,1995,95029184,34,2,736,61,0,0,8,0,0,1043.8341
MARRIED - SPOUSE PRESENT,3,740,283,61,763,63,0,1146,95,0,0,0,1995,95029184,57,2,457,38,0,0,8,1,0,891.2771
MARRIED - SPOUSE PRESENT,2,883,275,73,934,77,0,1146,95,0,0,0,1995,95029184,44,2,608,50,0,0,8,0,1,852.79181
MARRIED - SPOUSE PRESENT,1,1044,237,86,1101,91,1,1146,95,0,0,0,1995,95029184,28,2,807,67,0,0,8,0,1,1042.6986
MARRIED - SPOUSE PRESENT,2,822,230,68,864,71,0,993,82,1,1,0,1995,95029184,46,2,592,49,0,0,8,0,1,947.14569
MARRIED - SPOUSE PRESENT,2,923,274,76,964,80,0,1146,95,0,0,0,1995,95029184,41,2,649,54,0,0,8,0,1,852.79181
DIVORCED,2,787,206,65,797,66,0,909,75,1,1,0,1995,95029184,47,2,581,48,0,0,8,0,1,1139.278
MARRIED - SPOUSE PRESENT,3,937,186,78,970,80,0,983,81,1,1,0,1995,95029184,32,2,751,62,0,0,8,0,1,1154.9745
MARRIED - SPOUSE PRESENT,4,906,182,75,934,77,0,1146,95,0,0,0,1995,95029184,35,2,724,60,0,0,8,0,1,1160.8112
DIVORCED,2,880,181,73,885,73,1,1071,89,1,1,0,1995,95029192,37,2,699,58,0,0,8,0,1,1160.8112
MARRIED - SPOUSE PRESENT,1,816,263,67,1016,84,1,983,81,1,1,0,1995,95029192,49,2,553,46,0,0,8,0,1,849.18793
DIVORCED,1,946,302,78,1064,88,0,990,82,1,1,0,1995,95029192,41,2,644,53,1,0,8,0,1,1373.6375
DIVORCED,None,758,255,63,,,,905,75,1,1,0,1995,95029192,53,2,503,41,0,0,8,0,1,832.2265
DIVORCED,3,1019,244,84,1007,83,0,1046,87,1,1,0,1995,95029192,30,2,775,64,0,0,8,1,0,860.888
MARRIED - SPOUSE PRESENT,2,1139,308,94,1093,91,0,1146,95,0,0,0,1995,95029192,26,2,831,69,0,0,8,0,0,949.69818
MARRIED - SPOUSE PRESENT,None,1121,220,93,,,,1146,95,0,0,0,1995,95029192,20,2,901,75,0,0,8,0,1,949.21368
MARRIED - SPOUSE PRESENT,None,1113,232,92,,,,1146,95,0,0,0,1995,95029200,22,2,881,73,0,0,8,0,1,949.21368
MARRIED - SPOUSE PRESENT,1,785,298,65,829,69,1,1146,95,0,0,0,1995,95029200,54,2,487,40,0,0,8,1,0,832.2265
MARRIED - SPOUSE PRESENT,1,989,264,82,1098,91,0,1146,95,0,0,0,1995,95029200,35,2,725,60,0,0,8,0,1,865.23828
MARRIED - SPOUSE PRESENT,3,632,252,52,665,55,0,1146,95,0,0,0,1995,95029200,63,2,380,31,0,0,8,1,0,859.71979
MARRIED - SPOUSE PRESENT,2,799,264,66,840,69,1,1146,95,0,0,0,1995,95029200,50,2,535,44,0,0,8,0,1,964.16229
MARRIED - SPOUSE PRESENT,2,800,252,66,795,66,0,1146,95,0,0,0,1995,95029200,49,2,548,45,0,0,8,0,1,1020.0205
MARRIED - SPOUSE PRESENT,1,1110,238,92,1135,94,0,1146,95,0,0,0,1995,95029200,22,2,872,72,0,0,8,0,1,949.21368
MARRIED - SPOUSE PRESENT,2,1083,236,90,1103,91,1,1146,95,0,0,0,1995,95029200,24,2,847,70,0,0,8,0,1,949.21368
SEPARATED,1,703,207,58,720,59,0,818,68,1,1,0,1995,95029200,54,2,496,41,0,0,8,0,1,997.75769
MARRIED - SPOUSE PRESENT,None,1117,285,93,,,,1146,95,0,0,0,1995,95029208,26,2,832,69,0,0,8,1,0,945.42749
DIVORCED,1,840,300,69,942,78,0,1005,83,1,1,0,1995,95029208,50,2,540,44,0,0,8,1,0,997.75769
SEPARATED,3,943,223,78,979,81,1,993,82,1,1,0,1995,95029208,35,2,720,59,0,0,8,0,1,989.04871
MARRIED - SPOUSE PRESENT,3,929,309,77,938,78,1,1146,95,0,0,0,1995,95029208,43,2,620,51,0,0,8,1,0,1093.2791
MARRIED - SPOUSE PRESENT,3,852,252,70,859,71,1,1146,95,0,0,0,1995,95029208,45,2,600,49,0,0,8,0,1,1321.2133
MARRIED - SPOUSE PRESENT,4,753,276,62,756,62,0,1146,95,0,0,0,1995,95029208,55,2,477,39,0,0,8,0,1,986.49481
MARRIED - SPOUSE PRESENT,4,731,283,60,734,61,0,1146,95,0,0,0,1995,95029208,58,2,448,37,0,0,8,0,1,1132.734
MARRIED - SPOUSE PRESENT,None,1116,518,92,,,,1146,95,0,0,0,1995,95029216,45,2,598,49,0,0,8,1,0,1038.0912
MARRIED - SPOUSE PRESENT,None,967,343,80,,,,1015,84,1,1,0,1995,95029216,43,2,624,51,0,0,8,1,0,978.83667
MARRIED - SPOUSE PRESENT,3,780,248,64,801,66,1,872,72,1,1,0,1995,95029216,51,2,532,44,0,0,8,1,0,997.75769
MARRIED - SPOUSE PRESENT,2,754,215,62,749,62,1,1146,95,0,0,0,1995,95029216,50,2,539,44,0,0,8,0,1,997.75769
MARRIED - SPOUSE PRESENT,1,1112,295,92,1134,94,1,1146,95,0,0,0,1995,95029216,27,2,817,68,0,0,8,1,0,898.74109
MARRIED - SPOUSE PRESENT,5,647,292,53,657,54,1,1146,95,0,0,0,1995,95029216,65,2,355,29,0,0,8,0,1,1165.2025
MARRIED - SPOUSE PRESENT,2,951,231,79,965,80,1,1146,95,0,0,0,1995,95029216,35,2,720,59,0,0,8,0,1,989.04871
DIVORCED,4,805,241,67,826,68,0,902,75,1,1,0,1995,95029216,48,2,564,46,0,0,8,0,1,1369.6276
MARRIED - SPOUSE PRESENT,2,733,186,61,759,63,0,1146,95,0,0,0,1995,95029216,49,2,547,45,0,0,8,0,0,1088.2083
MARRIED - SPOUSE PRESENT,1,883,223,73,889,74,0,1146,95,0,0,0,1995,95029224,40,2,660,54,0,0,8,0,0,1009.0617
MARRIED - SPOUSE PRESENT,None,1090,225,90,,,,1146,95,0,0,0,1995,95029224,23,2,865,72,0,0,8,0,1,1587.3571
MARRIED - SPOUSE PRESENT,2,767,207,63,819,68,0,836,69,1,1,0,1995,95029224,48,2,560,46,0,1,8,0,1,883.5968
MARRIED - SPOUSE PRESENT,1,1105,231,92,1128,93,0,1146,95,0,0,0,1995,95029224,22,2,874,72,0,0,8,0,1,1587.3571
MARRIED - SPOUSE PRESENT,2,819,244,68,841,70,0,924,76,1,1,0,1995,95029224,47,2,575,47,0,0,8,1,0,1241.5173
MARRIED - SPOUSE PRESENT,3,874,236,72,891,74,1,1146,95,0,0,0,1995,95029224,42,2,638,53,0,0,8,0,1,1397.4391
MARRIED - SPOUSE PRESENT,9,728,177,60,789,65,1,1146,95,0,0,0,1995,95029224,49,2,551,45,0,0,8,0,0,1461.3883
MARRIED - SPOUSE PRESENT,3,716,209,59,725,60,0,1146,95,0,0,0,1995,95029232,53,2,507,42,0,0,8,0,1,1222.8749
MARRIED - SPOUSE PRESENT,2,888,239,73,923,76,1,1146,95,0,0,0,1995,95029232,41,2,649,54,0,0,8,0,1,1067.1222
MARRIED - SPOUSE PRESENT,1,850,237,70,906,75,1,1146,95,0,0,0,1995,95029232,44,2,613,51,0,0,8,0,1,1067.1222
WIDOWED,3,635,254,52,680,56,0,1115,92,0,0,1,1995,95029232,63,2,381,31,0,0,8,0,1,965.84723
MARRIED - SPOUSE PRESENT,3,699,211,58,708,58,0,1146,95,0,0,0,1995,95029232,54,2,488,40,0,0,8,0,0,1341.0852
MARRIED - SPOUSE PRESENT,5,774,247,64,710,59,0,983,81,0,0,1,1995,95029232,51,2,527,43,0,0,8,0,0,1219.8473
MARRIED - SPOUSE PRESENT,2,703,277,58,720,59,1,1146,95,0,0,0,1995,95029232,60,2,426,35,0,0,8,1,0,1188.0853
WIDOWED,3,908,251,75,914,76,0,1028,85,0,0,1,1995,95029232,40,2,657,54,0,0,8,0,1,1556.2594
MARRIED - SPOUSE PRESENT,1,873,233,72,946,78,0,1146,95,0,0,0,1995,95029232,42,2,640,53,0,1,8,0,0,639.65948
MARRIED - SPOUSE PRESENT,3,980,259,81,983,81,0,1146,95,0,0,0,1995,95029240,35,2,721,60,0,1,8,0,1,639.65948
MARRIED - SPOUSE PRESENT,3,728,214,60,735,61,0,1146,95,0,0,0,1995,95029240,52,2,514,42,0,0,8,0,0,1183.3755
MARRIED - SPOUSE PRESENT,2,874,247,72,903,75,0,1146,95,0,0,0,1995,95029240,43,2,627,52,0,0,8,1,0,723.20752
MARRIED - SPOUSE PRESENT,None,788,239,65,,,,892,74,1,1,0,1995,95029240,49,2,549,45,0,0,8,0,1,779.9328
MARRIED - SPOUSE PRESENT,None,1122,297,93,,,,1146,95,0,0,0,1995,95029240,26,2,825,68,0,1,8,0,1,422.62039
MARRIED - SPOUSE PRESENT,1,1144,213,95,1120,93,0,1146,95,0,0,0,1995,95029240,17,2,931,77,0,1,8,0,1,398.8385
MARRIED - SPOUSE PRESENT,1,888,212,73,1040,86,0,940,78,1,1,0,1995,95029240,39,2,676,56,0,0,8,0,1,754.5459
MARRIED - SPOUSE PRESENT,2,1002,272,83,1029,85,1,1146,95,0,0,0,1995,95029248,34,2,730,60,0,0,8,0,1,774.46393
SEPARATED,2,1090,237,90,1093,91,0,1146,95,0,1,0,1995,95029248,24,2,853,71,0,1,8,0,0,797.98322
DIVORCED,1,1070,235,89,1083,90,0,1135,94,1,1,0,1995,95029248,25,2,835,69,0,1,8,0,0,797.98322
MARRIED - SPOUSE PRESENT,5,779,181,64,827,68,1,1146,95,0,0,0,1995,95029248,45,2,598,49,0,1,8,0,0,796.25629
MARRIED - SPOUSE PRESENT,2,1090,215,90,1092,90,1,1120,93,1,1,0,1995,95029248,22,2,875,72,0,1,8,0,0,797.98322
DIVORCED,1,1033,250,86,1045,87,0,1048,87,1,1,0,1995,95029248,30,2,783,65,0,0,8,1,0,1041.9438
MARRIED - SPOUSE PRESENT,1,972,223,80,1036,86,1,996,82,1,1,0,1995,95029248,33,2,749,62,0,0,8,1,0,925.57397
MARRIED - SPOUSE PRESENT,3,918,285,76,944,78,0,1146,95,0,0,0,1995,95029248,42,2,633,52,0,0,8,1,0,910.7066
MARRIED - SPOUSE PRESENT,None,793,222,66,,,,878,73,1,1,0,1995,95029248,47,2,571,47,0,0,8,1,0,929.82599
SEPARATED,2,981,253,81,1002,83,0,1146,95,0,1,0,1995,95029256,34,2,728,60,0,0,8,0,0,1378.4656
DIVORCED,3,978,300,81,987,82,1,1000,83,1,1,0,1995,95029256,39,2,678,56,0,0,8,0,1,1299.6572
MARRIED - SPOUSE PRESENT,2,893,233,74,896,74,1,1146,95,0,0,0,1995,95029256,40,2,660,54,0,0,8,0,1,1271.6144
MARRIED - SPOUSE PRESENT,3,912,231,75,918,76,1,1146,95,0,0,0,1995,95029256,38,2,681,56,0,0,8,0,1,1163.6115
MARRIED - SPOUSE PRESENT,1,1141,328,95,1131,94,0,1146,95,0,0,0,1995,95029256,27,2,813,67,0,0,8,0,1,1110.5208
DIVORCED,2,1047,231,87,1065,88,1,1110,92,1,1,0,1995,95029256,27,2,816,67,0,1,8,0,1,677.24701
MARRIED - SPOUSE PRESENT,3,922,226,76,928,77,0,1146,95,0,0,0,1995,95029256,37,2,696,57,0,0,8,0,0,1160.5155
MARRIED - SPOUSE PRESENT,3,1075,258,89,1080,89,0,1146,95,0,0,0,1995,95029264,27,2,817,68,0,0,8,1,0,1164.6075
MARRIED - SPOUSE PRESENT,1,1126,254,93,1131,94,0,1146,95,0,0,0,1995,95029264,22,2,872,72,0,0,8,0,1,1065.6251
MARRIED - SPOUSE PRESENT,4,793,184,66,903,75,0,837,69,1,1,0,1995,95029264,44,2,609,50,0,0,8,0,1,1023.4153
MARRIED - SPOUSE PRESENT,2,790,192,65,803,66,0,1146,95,0,0,0,1995,95029264,45,2,598,49,0,0,8,1,0,948.47223
MARRIED - SPOUSE PRESENT,3,689,273,57,687,57,1,1146,95,0,0,0,1995,95029264,60,2,416,34,0,0,8,1,0,957.65601
MARRIED - SPOUSE PRESENT,2,589,184,49,620,51,0,633,52,1,1,0,1995,95029264,61,2,405,33,0,0,8,0,0,957.65601
MARRIED - SPOUSE PRESENT,4,722,239,60,736,61,0,1146,95,0,0,0,1995,95029264,55,2,483,40,0,0,8,0,1,952.65637
MARRIED - SPOUSE PRESENT,8,832,263,69,840,69,0,1146,95,0,0,0,1995,95029264,48,2,569,47,0,0,8,0,0,936.27081
MARRIED - SPOUSE PRESENT,3,666,218,55,679,56,0,886,73,1,1,0,1995,95029264,58,2,448,37,0,0,8,0,1,979.93829
DIVORCED,3,970,187,80,983,81,1,1146,95,1,1,0,1995,95029272,30,2,783,65,0,0,8,0,1,1051.9567
MARRIED - SPOUSE PRESENT,3,682,298,56,680,56,0,852,70,1,1,0,1995,95029272,63,2,384,31,0,0,8,0,1,861.49841
MARRIED - SPOUSE PRESENT,4,630,248,52,670,55,0,1146,95,0,0,0,1995,95029272,63,2,382,31,0,0,8,0,1,861.49841
DIVORCED,2,1056,251,87,989,82,0,1132,94,1,1,0,1995,95029272,28,2,805,67,0,0,8,0,1,1048.9847
MARRIED - SPOUSE PRESENT,2,1100,209,91,1107,92,1,1146,95,0,0,0,1995,95029272,21,2,891,74,0,0,8,0,1,954.93628
MARRIED - SPOUSE PRESENT,2,946,231,78,933,77,0,1146,95,0,0,0,1995,95029272,35,2,715,59,0,0,8,0,1,870.45459
MARRIED - SPOUSE PRESENT,2,856,243,71,889,74,0,1146,95,0,0,0,1995,95029272,44,2,613,51,0,0,8,0,1,921.81018
MARRIED - SPOUSE PRESENT,1,1086,216,90,1136,94,0,1113,92,1,1,0,1995,95029280,23,2,870,72,0,0,8,0,1,954.93628
DIVORCED,3,869,211,72,900,74,1,905,75,1,1,0,1995,95029280,40,2,658,54,0,0,8,0,1,921.81018
MARRIED - SPOUSE PRESENT,3,667,210,55,692,57,0,1146,95,0,0,0,1995,95029280,57,2,457,38,0,0,8,0,1,1049.4113
MARRIED - SPOUSE PRESENT,2,860,267,71,865,72,0,1146,95,0,0,0,1995,95029280,46,2,593,49,0,0,8,0,1,888.83319
MARRIED - SPOUSE PRESENT,3,894,229,74,900,74,1,1146,95,0,0,0,1995,95029280,40,2,665,55,0,0,8,1,0,959.06403
MARRIED - SPOUSE PRESENT,3,1022,240,85,1073,89,1,1146,95,0,0,0,1995,95029280,30,2,782,65,0,0,8,0,1,901.07959
MARRIED - SPOUSE PRESENT,4,584,221,48,598,49,1,1146,95,0,0,0,1995,95029280,65,2,363,30,0,0,8,0,1,1062.1462
MARRIED - SPOUSE PRESENT,None,778,248,64,,,,1146,95,0,0,0,1995,95029280,51,2,530,44,0,0,8,0,1,1199.1538
MARRIED - SPOUSE PRESENT,2,1019,195,84,1097,91,1,1075,89,1,1,0,1995,95029280,26,2,824,68,0,0,8,0,1,989.56592
MARRIED - SPOUSE PRESENT,2,1028,252,85,1113,92,1,1146,95,0,0,0,1995,95029288,30,2,776,64,0,0,8,0,1,1154.8607
MARRIED - SPOUSE PRESENT,1,560,197,46,576,47,0,1146,95,0,0,0,1995,95029288,65,2,363,30,0,0,8,0,1,1004.0627
MARRIED - SPOUSE PRESENT,1,1024,284,85,1059,88,0,1146,95,0,0,0,1995,95029288,33,2,740,61,0,0,8,0,1,1043.8538
MARRIED - SPOUSE PRESENT,2,980,284,81,1025,85,1,1146,95,0,0,0,1995,95029288,37,2,696,57,0,0,8,1,0,931.15692
MARRIED - SPOUSE PRESENT,1,762,221,63,773,64,1,1146,95,0,0,0,1995,95029288,50,2,541,45,0,0,8,0,1,760.44989
MARRIED - SPOUSE PRESENT,5,664,232,55,671,55,1,1146,95,0,0,0,1995,95029288,59,2,432,35,0,0,8,0,1,765.2677
DIVORCED,9,605,201,50,626,52,0,655,54,1,1,0,1995,95029288,61,2,404,33,0,0,8,0,1,843.93878
MARRIED - SPOUSE PRESENT,3,666,205,55,685,57,0,1146,95,0,0,0,1995,95029296,57,2,461,38,0,0,8,0,1,866.95508
DIVORCED,3,849,255,70,854,71,0,870,72,1,1,0,1995,95029296,46,2,594,49,0,0,8,0,1,895.1759
MARRIED - SPOUSE PRESENT,3,970,228,80,985,82,0,998,83,1,1,0,1995,95029296,33,2,742,61,0,0,8,0,1,905.51147
