year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2010,8,practically never,practically never,,,7,agree,agree,neither agree nor disagree,10,0,,,38,34,2,3,1,1,0,0,0,0,1,0
2010,8,practically never,practically never,,,8,agree,agree,agree,,,,,38,34,2,3,1,1,1,0,0,0,1,0
2011,7,occasionally,practically never,fairly agree,"not good, not poor",7,agree,neither agree nor disagree,disagree,,,,,39,35,2,3,1,1,0,0,0,0,1,0
2012,entirely satisfied,practically never,practically never,,good,7,agree,neither agree nor disagree,neither agree nor disagree,20,0,,,40,36,2,3,1,1,0,0,0,0,1,0
2012,9,practically never,practically never,,very good,,,,,53,0,,370,40,36,2,3,1,1,1,0,0,0,1,0
2013,9,occasionally,practically never,agree entirely,good,8,agree,agree,agree,,,,,41,37,2,3,1,1,0,0,0,0,1,0
2014,9,occasionally,practically never,,poor,6,agree,fully agree,agree,,,,,42,38,2,3,1,1,0,0,0,0,1,0
2015,6,occasionally,occasionally,,good,7,fully disagree,agree,neither agree nor disagree,12,,,,43,39,2,3,1,1,0,0,0,0,1,0
2016,7,occasionally,practically never,,good,7,neither agree nor disagree,fully agree,disagree,,,,,44,40,2,3,1,1,0,0,0,0,1,0
2008,7,practically never,occasionally,,,9,fully agree,agree,fully disagree,,,,,31,32,3,3,1,1,0,0,0,0,0,0
2008,8,practically never,practically never,,,8,agree,fully disagree,fully disagree,,,,,31,32,3,3,1,1,1,0,0,0,0,0
2009,7,practically never,occasionally,disagree entirely,,8,fully agree,fully agree,disagree,,,,,32,33,3,3,1,1,0,0,0,0,1,0
2009,8,practically never,occasionally,slightly agree,,8,agree,disagree,disagree,20,,,224,32,33,3,3,1,1,1,0,0,0,1,0
2010,9,practically never,practically never,,,7,fully agree,neither agree nor disagree,disagree,,,,,33,34,3,3,1,1,0,0,0,0,1,0
2010,8,practically never,occasionally,,,8,agree,fully disagree,disagree,30,0,,60,33,34,3,3,1,1,1,0,0,0,1,0
2011,9,practically never,practically never,slightly agree,good,9,,,,,,,,34,35,3,3,1,1,0,0,0,0,1,0
2011,8,practically never,practically never,slightly agree,very good,8,agree,fully disagree,neither agree nor disagree,,,,,34,35,3,3,1,1,1,0,0,0,1,0
2012,9,practically never,practically never,,good,,fully agree,neither agree nor disagree,fully disagree,20,0,,,35,36,3,3,1,1,0,0,0,0,1,0
2012,9,practically never,practically never,,good,8,agree,disagree,disagree,45,0,,110,35,36,3,3,1,1,1,0,0,0,1,0
2013,8,practically never,practically never,slightly agree,good,8,,,,,,,,36,37,3,3,1,1,0,0,0,0,1,0
2013,9,practically never,practically never,agree entirely,good,8,agree,disagree,fully disagree,,,,,36,37,3,3,1,1,1,0,0,0,1,0
2014,9,practically never,practically never,,good,9,agree,fully agree,fully disagree,,,,,37,38,3,3,1,1,0,0,0,0,1,0
2014,8,practically never,practically never,,good,8,agree,disagree,disagree,,,,,37,38,3,3,1,1,1,0,0,0,1,0
2015,8,practically never,practically never,,good,9,agree,agree,disagree,26,0,,,39,39,3,3,1,1,0,0,0,0,1,0
2015,9,practically never,practically never,,good,8,neither agree nor disagree,disagree,disagree,32,,,,39,39,3,3,1,1,1,0,0,0,1,0
2016,7,practically never,practically never,,very good,9,agree,agree,fully disagree,,,,,40,40,3,3,1,1,0,0,0,0,1,0
2016,8,practically never,practically never,,very good,8,agree,disagree,disagree,,,,,40,40,3,3,1,1,1,0,0,0,1,0
2008,I don’t know,practically never,practically never,,,,disagree,agree,fully disagree,,,,,46,44,2,2,4,4,1,0,1,1,0,0
2008,entirely satisfied,not applicable,not applicable,,,9,fully disagree,agree,disagree,,,,,36,30,1,2,1,1,0,1,0,0,2,2
2008,entirely satisfied,not applicable,not applicable,,,10 completely satisfied,neither agree nor disagree,fully agree,agree,,,,,36,30,1,2,1,1,1,1,0,0,2,2
2010,9,practically never,practically never,,,8,neither agree nor disagree,agree,agree,12,0,,,38,32,1,2,1,1,0,1,0,0,2,2
2010,I don’t know,practically never,practically never,,,8,agree,agree,agree,35,0,,205,38,32,1,2,1,1,1,1,0,0,2,2
2011,entirely satisfied,practically never,practically never,slightly disagree,very good,7,,,,,,,,39,33,1,2,1,1,0,1,0,0,2,2
2011,entirely satisfied,practically never,practically never,slightly agree,very good,7,disagree,agree,agree,,,,,39,33,1,2,1,1,1,1,0,0,2,2
2012,entirely satisfied,occasionally,occasionally,,good,8,neither agree nor disagree,agree,agree,,,,,40,34,1,2,1,1,0,1,0,0,2,2
2012,9,practically never,practically never,,good,,neither agree nor disagree,agree,agree,,,,,40,34,1,2,1,1,1,1,0,0,2,2
2008,9,occasionally,occasionally,,,9,fully disagree,agree,disagree,,,,,45,43,1,3,3,1,1,0,1,0,1,1
2009,8,occasionally,occasionally,agree entirely,,8,,,,20,,,,46,44,1,3,3,1,1,0,1,0,1,1
2011,8,occasionally,occasionally,agree entirely,very good,,fully disagree,agree,disagree,,,,,48,46,1,3,3,1,1,0,1,0,1,1
2013,9,practically never,practically never,fairly agree,very good,9,neither agree nor disagree,agree,disagree,,,,,34,35,3,3,1,1,1,0,0,0,0,0
2014,9,practically never,practically never,,very good,8,neither agree nor disagree,agree,agree,,,,,35,36,3,3,1,1,0,0,0,0,1,0
2014,9,practically never,practically never,,very good,9,agree,neither agree nor disagree,neither agree nor disagree,,,,,35,36,3,3,1,1,1,0,0,0,1,0
2015,9,practically never,practically never,,very good,9,disagree,agree,agree,30,,20,,37,38,3,3,1,1,0,0,0,0,1,0
2016,9,practically never,practically never,,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,38,39,3,3,1,1,0,0,0,0,1,0
2008,7,practically never,occasionally,,,6,,,,,,,,33,33,3,3,4,4,1,0,0,0,1,1
2008,9,practically never,occasionally,,,8,neither agree nor disagree,disagree,agree,,,,,36,33,3,3,1,1,0,0,0,0,1,0
2008,9,practically never,occasionally,,,8,neither agree nor disagree,disagree,fully disagree,,,,,36,33,3,3,1,1,1,0,0,0,1,0
2009,8,practically never,occasionally,fairly agree,,8,disagree,disagree,disagree,41,0,,,37,34,3,3,1,1,1,0,0,0,1,0
2009,8,practically never,occasionally,agree entirely,,7,agree,agree,agree,,,,,37,34,3,3,1,1,0,0,0,0,1,0
2010,8,practically never,practically never,,,8,disagree,agree,agree,17,0,,,38,35,3,3,1,1,0,0,0,0,2,1
2010,8,practically never,practically never,,,7,neither agree nor disagree,disagree,neither agree nor disagree,37,0,,565,38,35,3,3,1,1,1,0,0,0,2,1
2011,8,practically never,practically never,fairly agree,"not good, not poor",8,disagree,agree,agree,,,,,39,36,3,3,1,1,0,0,0,0,2,1
2011,8,practically never,practically never,slightly agree,"not good, not poor",8,agree,neither agree nor disagree,agree,,,,,39,36,3,3,1,1,1,0,0,0,2,1
2012,8,practically never,practically never,,good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,23,0,,,40,37,3,3,1,1,1,0,0,0,2,1
2012,8,practically never,practically never,,good,8,neither agree nor disagree,agree,agree,,,,,40,37,3,3,1,1,0,0,0,0,2,1
2013,8,practically never,practically never,fairly agree,good,8,fully disagree,fully agree,disagree,,,,,41,38,3,3,1,1,0,0,0,0,2,1
2013,8,practically never,practically never,slightly agree,good,8,neither agree nor disagree,disagree,agree,,,,,41,38,3,3,1,1,1,0,0,0,2,1
2014,8,practically never,practically never,,good,8,fully disagree,fully agree,disagree,,,,,42,39,3,3,1,1,0,0,0,0,2,1
2014,8,practically never,practically never,,"not good, not poor",8,disagree,disagree,agree,,,,,42,39,3,3,1,1,1,0,0,0,2,1
2015,8,practically never,practically never,,"not good, not poor",7,neither agree nor disagree,agree,fully disagree,,,,,43,40,3,3,1,1,0,0,0,0,2,1
2015,8,practically never,practically never,,"not good, not poor",8,agree,disagree,neither agree nor disagree,28,,,,43,40,3,3,1,1,1,0,0,0,2,1
2016,8,practically never,practically never,,"not good, not poor",8,agree,disagree,disagree,,,,,44,41,3,3,1,1,1,0,0,0,2,1
2016,8,practically never,practically never,,"not good, not poor",7,fully disagree,neither agree nor disagree,fully disagree,,,,,44,41,3,3,1,1,0,0,0,0,2,1
2008,9,practically never,practically never,,,7,agree,disagree,agree,,,,,39,39,2,1,1,3,0,1,0,0,1,0
2008,9,practically never,occasionally,,,8,fully disagree,agree,neither agree nor disagree,,,,,39,39,2,1,1,3,1,1,0,0,1,0
2009,9,practically never,practically never,fairly agree,,7,fully disagree,disagree,agree,4,,,,40,40,2,1,1,3,0,0,1,1,1,0
2009,9,occasionally,occasionally,fairly agree,,8,disagree,agree,disagree,15,,,250,40,40,2,1,1,3,1,0,1,1,1,0
2010,9,practically never,practically never,,,,agree,neither agree nor disagree,agree,,,,,41,41,2,1,1,3,0,0,1,1,1,0
2010,9,practically never,occasionally,,,8,fully disagree,fully agree,disagree,21,0,,195,41,41,2,1,1,3,1,0,1,1,1,0
2011,9,practically never,occasionally,slightly agree,good,7,disagree,disagree,agree,,,,,42,42,2,1,1,3,0,0,1,1,1,0
2011,9,occasionally,occasionally,fairly agree,good,8,disagree,fully agree,disagree,,,,,42,42,2,1,1,3,1,0,1,1,1,0
2012,entirely satisfied,practically never,practically never,,good,8,fully disagree,disagree,agree,5,0,,,43,43,2,2,1,3,0,0,1,1,1,0
2012,9,practically never,practically never,,very good,8,fully disagree,fully agree,fully disagree,18,0,,240,43,43,2,2,1,3,1,0,1,1,1,0
2013,9,practically never,occasionally,slightly agree,good,8,disagree,agree,disagree,,,,,44,44,2,2,1,3,0,0,1,1,1,0
2013,8,practically never,occasionally,fairly agree,very good,8,fully disagree,agree,disagree,,,,,44,44,2,2,1,3,1,0,1,1,1,0
2014,9,occasionally,occasionally,,good,7,disagree,disagree,agree,,,,,45,45,2,2,1,3,0,0,1,1,1,0
2014,9,occasionally,occasionally,,very good,8,disagree,agree,disagree,,,,,45,45,2,2,1,3,1,0,1,1,1,0
2012,7,occasionally,occasionally,,good,7,disagree,agree,neither agree nor disagree,20,0,,,40,34,2,3,1,1,0,0,0,0,1,0
2013,7,occasionally,occasionally,fairly agree,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,41,35,2,3,1,1,0,0,0,0,1,0
2013,8,occasionally,occasionally,slightly disagree,good,,disagree,agree,disagree,,,,,41,35,2,3,1,1,1,0,0,0,1,0
2014,7,occasionally,occasionally,,good,7,fully disagree,agree,disagree,,,,,42,36,2,3,1,1,0,0,0,0,1,0
2015,8,occasionally,occasionally,,good,7,neither agree nor disagree,agree,neither agree nor disagree,14,0,,,44,37,2,3,1,1,0,0,0,0,1,0
2016,7,occasionally,occasionally,,"not good, not poor",7,neither agree nor disagree,agree,disagree,,,,,45,38,2,3,1,1,0,0,0,0,1,0
2008,8,practically never,occasionally,,,7,neither agree nor disagree,disagree,neither agree nor disagree,,,,,48,47,3,3,1,1,0,0,1,0,2,1
2009,entirely satisfied,practically never,occasionally,fairly agree,,8,neither agree nor disagree,disagree,disagree,12,,,,49,48,3,3,1,1,0,0,1,0,2,1
2009,8,practically never,occasionally,fairly agree,,8,,,,5,,,200,49,48,3,3,1,1,1,0,1,0,2,1
2012,7,occasionally,occasionally,,good,7,,,,8,30,,92,43,44,3,2,3,1,1,0,1,0,1,1
2013,6,occasionally,occasionally,fairly agree,"not good, not poor",,fully disagree,neither agree nor disagree,fully disagree,,,,,44,45,3,2,3,1,1,0,1,0,1,1
2014,6,practically never,occasionally,,"not good, not poor",6,fully disagree,neither agree nor disagree,neither agree nor disagree,,,,,45,46,3,2,3,1,1,0,1,0,1,1
2008,9,often,practically never,,,,,,,,,,,36,32,3,3,4,4,1,1,0,0,0,0
2008,entirely satisfied,occasionally,practically never,,,8,disagree,agree,disagree,,,,,39,38,3,3,4,4,0,0,0,0,1,1
2009,9,practically never,practically never,agree entirely,,8,disagree,agree,disagree,15,,,170,40,39,3,3,4,4,0,0,0,0,1,1
2010,8,occasionally,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,disagree,10,0,,,41,40,3,3,4,4,0,0,1,0,1,1
2012,9,occasionally,practically never,,good,9,neither agree nor disagree,agree,disagree,,,,,43,42,3,3,4,4,0,0,1,0,1,1
2013,9,practically never,occasionally,agree entirely,"not good, not poor",8,neither agree nor disagree,agree,disagree,,,,,44,43,3,3,4,4,0,0,1,0,1,1
2015,8,practically never,occasionally,,good,8,fully disagree,fully agree,fully disagree,30,,25,,46,39,2,3,4,4,1,0,0,0,1,0
2016,8,practically never,occasionally,,good,7,disagree,agree,fully disagree,,,,,47,40,2,3,4,4,1,0,0,0,1,0
2014,entirely satisfied,practically never,occasionally,,very good,,,,,,,,,43,50,2,1,4,4,0,1,0,0,0,0
2014,entirely satisfied,practically never,occasionally,,good,7,,,,,,,,43,50,2,1,4,4,1,1,0,0,0,0
2008,8,occasionally,occasionally,,,7,neither agree nor disagree,neither agree nor disagree,disagree,,,,,43,33,1,2,4,4,0,0,0,0,2,1
2008,8,occasionally,occasionally,,,7,disagree,agree,neither agree nor disagree,,,,,43,33,1,2,4,4,1,0,0,0,2,1
2010,entirely satisfied,practically never,practically never,,,,,,,,,,,45,35,1,2,4,4,0,0,1,0,2,1
2010,8,occasionally,occasionally,,,,,,,,,,,45,35,1,2,4,4,1,0,1,0,2,1
2008,8,practically never,practically never,,,7,neither agree nor disagree,neither agree nor disagree,agree,,,,,53,49,1,2,1,1,0,0,1,0,0,0
2008,6,practically never,occasionally,,,8,disagree,fully agree,fully disagree,,,,,53,49,1,2,1,1,1,0,1,0,0,0
2008,entirely satisfied,occasionally,occasionally,,,7,agree,agree,fully agree,,,,,40,34,1,2,1,1,0,0,0,0,1,1
2008,7,occasionally,practically never,,,7,neither agree nor disagree,neither agree nor disagree,agree,,,,,40,34,1,2,1,1,1,0,0,0,1,1
2008,7,often,often,,,7,disagree,disagree,disagree,,,,,42,36,2,1,3,3,0,0,0,0,2,0
2008,7,occasionally,often,,,7,disagree,neither agree nor disagree,disagree,,,,,42,36,2,1,3,3,1,0,0,0,2,0
2010,7,occasionally,occasionally,,,7,neither agree nor disagree,agree,neither agree nor disagree,30,0,,,44,38,2,1,3,3,0,0,0,0,2,0
2011,6,often,often,agree entirely,"not good, not poor",,neither agree nor disagree,neither agree nor disagree,disagree,,,,,45,39,2,1,3,3,0,0,0,0,2,0
2013,6,occasionally,occasionally,fairly agree,"not good, not poor",7,,,,,,,,47,41,2,2,3,3,0,0,1,0,2,0
2014,7,practically never,occasionally,,good,7,disagree,agree,fully disagree,,,,,48,42,2,2,3,3,0,0,1,0,2,0
2015,6,practically never,occasionally,,good,7,neither agree nor disagree,agree,disagree,15,,,,49,43,2,2,3,3,0,0,1,0,2,0
2016,6,occasionally,often,,good,7,agree,fully agree,disagree,,,,,50,44,2,2,3,3,0,0,1,0,2,0
2016,7,occasionally,often,,good,7,neither agree nor disagree,neither agree nor disagree,agree,,,,,50,44,2,2,3,3,1,0,1,0,2,0
2012,9,occasionally,occasionally,,good,8,agree,agree,agree,,,,,46,46,1,1,1,1,0,0,1,0,1,1
2012,entirely satisfied,practically never,practically never,,good,9,disagree,disagree,neither agree nor disagree,0,0,,,46,46,1,1,1,1,1,0,1,0,1,1
2008,9,practically never,occasionally,,,,,,,,,,,44,42,2,2,4,4,1,0,1,1,1,0
2008,9,practically never,practically never,,,8,neither agree nor disagree,agree,disagree,,,,,52,46,3,3,1,1,0,0,1,0,1,1
2008,8,occasionally,occasionally,,,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,52,46,3,3,1,1,1,0,1,0,1,1
2009,9,practically never,practically never,agree entirely,,7,disagree,agree,agree,,,,,53,47,3,3,1,1,0,0,1,0,1,1
2015,7,occasionally,occasionally,,good,8,disagree,agree,neither agree nor disagree,,,,,38,38,3,3,3,2,0,0,0,0,0,0
2008,5,often,often,,,4,fully disagree,agree,agree,,,,,45,27,3,2,2,2,1,0,0,0,0,0
2009,8,occasionally,practically never,agree entirely,,4,fully disagree,fully agree,fully disagree,1,0,,88,46,28,3,2,2,2,1,0,0,0,0,0
2010,8,often,occasionally,,,4,fully disagree,agree,neither agree nor disagree,30,0,,,47,29,3,2,2,2,1,0,0,0,0,0
2011,8,occasionally,occasionally,agree entirely,very good,,,,,,,,,48,30,3,2,2,2,1,0,0,0,0,0
2008,8,practically never,practically never,,,8,disagree,neither agree nor disagree,agree,,,,,28,30,3,3,1,1,0,1,0,0,0,0
2008,entirely satisfied,practically never,practically never,,,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,28,30,3,3,1,1,1,1,0,0,0,0
2009,8,occasionally,practically never,fairly agree,,8,neither agree nor disagree,agree,agree,14,,,,30,31,3,3,1,1,0,1,0,0,0,0
2009,9,practically never,practically never,agree entirely,,9,fully disagree,neither agree nor disagree,neither agree nor disagree,,,,,30,31,3,3,1,1,1,1,0,0,0,0
2010,8,practically never,practically never,,,,,,,,,,,30,32,3,3,1,1,0,1,0,0,1,1
2010,9,practically never,practically never,,,,neither agree nor disagree,neither agree nor disagree,agree,70,0,,0,30,32,3,3,1,1,1,1,0,0,1,1
2013,9,occasionally,practically never,agree entirely,very good,9,neither agree nor disagree,neither agree nor disagree,agree,,,,,33,35,3,3,1,1,1,1,0,0,1,1
2014,9,practically never,practically never,,good,,neither agree nor disagree,disagree,agree,,,,,34,36,3,3,1,1,0,1,0,0,1,1
2014,9,occasionally,practically never,,very good,,,,,,,,,34,36,3,3,1,1,1,1,0,0,1,1
2015,8,practically never,practically never,,good,,disagree,agree,agree,,,,,36,38,3,3,1,1,0,1,0,0,1,1
2016,9,practically never,practically never,,very good,,,,,,,,,37,39,3,3,1,1,1,1,0,0,1,1
2008,entirely satisfied,occasionally,occasionally,,,8,,,,,,,,41,37,3,2,1,1,1,1,0,0,1,0
2009,9,occasionally,occasionally,agree entirely,,,fully disagree,fully disagree,disagree,,,,,42,38,3,2,1,1,0,1,0,0,1,0
2009,entirely satisfied,occasionally,occasionally,fairly agree,,8,disagree,fully agree,disagree,9,,,310,42,38,3,2,1,1,1,1,0,0,1,0
2012,9,practically never,occasionally,,very good,8,neither agree nor disagree,fully agree,fully disagree,10,0,,0,45,41,3,2,1,1,1,0,1,1,1,0
2013,9,occasionally,occasionally,fairly agree,very good,8,,,,,,,,46,42,3,2,1,1,1,0,1,1,1,0
2014,entirely satisfied,occasionally,occasionally,,very good,,neither agree nor disagree,fully agree,disagree,,,,,47,43,3,2,1,1,1,0,1,1,1,0
2015,entirely satisfied,practically never,occasionally,,very good,8,neither agree nor disagree,agree,fully disagree,,,,,48,44,3,2,1,1,1,0,1,1,1,0
2008,7,occasionally,occasionally,,,8,disagree,agree,agree,,,,,40,35,1,2,1,1,0,1,0,0,1,0
2008,8,occasionally,often,,,7,disagree,agree,agree,,,,,40,35,1,2,1,1,1,1,0,0,1,0
2014,8,practically never,occasionally,,good,9,,,,,,,,35,33,2,3,1,1,1,1,0,0,0,0
2015,8,occasionally,occasionally,,good,8,neither agree nor disagree,disagree,disagree,35,0,,,36,34,2,3,1,1,0,1,0,0,1,0
2015,7,occasionally,occasionally,,good,8,disagree,agree,disagree,50,0,100,,36,34,2,3,1,1,1,1,0,0,1,0
2014,9,practically never,occasionally,,good,6,neither agree nor disagree,agree,agree,,,,,37,36,2,2,1,1,0,0,0,0,2,0
2014,8,occasionally,occasionally,,very good,7,fully disagree,agree,fully disagree,,,,,37,36,2,2,1,1,1,0,0,0,2,0
2008,8,practically never,occasionally,,,7,agree,neither agree nor disagree,agree,,,,,38,36,3,3,1,1,0,1,0,0,3,1
2008,9,occasionally,occasionally,,,9,agree,neither agree nor disagree,neither agree nor disagree,,,,,38,36,3,3,1,1,1,1,0,0,3,1
2009,8,practically never,occasionally,slightly disagree,,7,agree,disagree,agree,1,,,,39,37,3,3,1,1,0,1,0,0,3,1
2009,9,practically never,practically never,fairly agree,,9,agree,disagree,agree,80,,,30,39,37,3,3,1,1,1,1,0,0,3,1
2010,8,practically never,occasionally,,,7,neither agree nor disagree,disagree,agree,3,0,,,40,38,3,3,1,1,0,1,0,0,3,1
2010,9,practically never,occasionally,,,9,agree,neither agree nor disagree,agree,42,0,,60,40,38,3,3,1,1,1,1,0,0,3,1
2011,9,practically never,occasionally,fairly agree,good,7,neither agree nor disagree,disagree,agree,,,,,41,39,3,3,1,1,0,1,0,0,3,1
2011,9,practically never,practically never,slightly disagree,"not good, not poor",8,agree,neither agree nor disagree,agree,,,,,41,39,3,3,1,1,1,1,0,0,3,1
2012,8,practically never,practically never,,good,7,agree,disagree,agree,2,0,,,42,40,3,3,1,1,0,0,1,1,4,2
2012,9,practically never,practically never,,good,8,agree,neither agree nor disagree,neither agree nor disagree,20,0,,0,42,40,3,3,1,1,1,0,1,1,4,2
2013,8,practically never,practically never,agree entirely,good,7,agree,disagree,agree,,,,,43,41,3,3,1,1,0,0,1,1,4,2
2013,9,practically never,practically never,fairly disagree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,43,41,3,3,1,1,1,0,1,1,4,2
2014,9,practically never,occasionally,,good,6,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,44,42,3,3,1,1,1,0,1,1,4,2
2015,8,practically never,often,,good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,35,0,100,,45,44,3,3,1,1,1,0,1,1,4,2
2016,9,practically never,practically never,,very good,6,agree,agree,neither agree nor disagree,,,,,47,45,3,3,1,1,1,0,1,1,4,2
2010,entirely satisfied,practically never,occasionally,,,9,fully disagree,agree,disagree,,,,,27,28,1,1,4,4,1,0,0,0,0,0
2008,7,practically never,occasionally,,,,disagree,agree,fully disagree,,,,,41,38,3,1,4,4,0,1,0,0,2,0
2008,entirely satisfied,practically never,practically never,,,8,fully disagree,fully agree,disagree,,,,,42,36,2,2,4,4,1,1,0,0,0,0
2009,8,practically never,practically never,fairly agree,,6,fully disagree,fully agree,neither agree nor disagree,10,,,70,43,37,2,2,4,4,1,1,0,0,0,0
2011,8,practically never,practically never,disagree entirely,very good,3,,,,,,,,45,39,2,2,4,4,1,1,0,0,0,0
2012,7,practically never,practically never,,good,6,fully disagree,fully agree,agree,15,20,,150,46,40,2,2,4,4,1,1,0,0,0,0
2013,8,occasionally,occasionally,agree entirely,very good,7,,,,,,,,47,41,2,2,4,4,1,1,0,0,0,0
2014,8,practically never,practically never,,very good,6,,,,,,,,48,42,2,2,4,4,1,1,0,0,0,0
2013,entirely satisfied,practically never,practically never,agree entirely,good,10 completely satisfied,neither agree nor disagree,agree,neither agree nor disagree,,,,,63,59,3,3,1,1,1,0,1,1,0,0
2010,7,practically never,practically never,,,8,neither agree nor disagree,fully agree,neither agree nor disagree,10,0,,0,40,40,2,2,1,2,1,1,0,0,0,0
2010,5,practically never,practically never,,,8,neither agree nor disagree,fully agree,neither agree nor disagree,1,0,,,40,40,2,2,1,2,0,1,0,0,0,0
2016,6,practically never,occasionally,,poor,7,agree,disagree,fully agree,,,,,26,26,3,3,1,1,0,0,0,0,0,0
2016,I don’t know,practically never,occasionally,,good,5,,,,,,,,26,26,3,3,1,1,1,0,0,0,0,0
2014,8,practically never,practically never,,good,,,,,,,,,50,43,2,2,4,4,0,0,1,1,2,2
2014,8,practically never,practically never,,good,,,,,,,,,50,43,2,2,4,4,1,0,1,1,2,2
2008,9,occasionally,often,,,6,,,,,,,,43,39,2,2,4,4,0,0,1,1,2,1
2008,8,practically never,occasionally,,,7,,,,,,,,43,39,2,2,4,4,1,0,1,1,2,1
2009,8,occasionally,occasionally,slightly agree,,7,agree,agree,neither agree nor disagree,4,,,,44,40,2,2,4,4,1,0,1,1,2,1
2010,9,practically never,occasionally,,,8,,,,,,,,45,41,2,2,4,4,0,0,1,1,2,1
2008,9,practically never,practically never,,,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,35,32,2,1,1,1,0,0,0,0,2,1
2008,7,practically never,practically never,,,10 completely satisfied,disagree,agree,disagree,,,,,35,32,2,1,1,1,1,0,0,0,2,1
2009,9,occasionally,occasionally,fairly agree,,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,36,33,2,1,1,1,0,0,0,0,2,1
2009,8,practically never,practically never,agree entirely,,8,neither agree nor disagree,fully agree,fully disagree,,,,,36,33,2,1,1,1,1,0,0,0,2,1
2010,8,practically never,practically never,,,,,,,,,,,37,34,2,1,1,1,1,0,0,0,2,1
2008,9,practically never,practically never,,,7,agree,disagree,agree,,,,,47,46,3,3,1,1,0,0,1,1,1,1
2008,entirely satisfied,practically never,practically never,,,8,disagree,agree,neither agree nor disagree,,,,,47,46,3,3,1,1,1,0,1,1,1,1
2009,8,practically never,occasionally,fairly agree,,8,agree,disagree,agree,4,30,,,48,47,3,3,1,1,0,0,1,1,1,1
2009,9,practically never,practically never,fairly agree,,9,disagree,neither agree nor disagree,neither agree nor disagree,0,15,,235,48,47,3,3,1,1,1,0,1,1,1,1
2010,8,practically never,practically never,,,7,fully agree,disagree,agree,2,0,,,49,48,3,3,1,1,0,0,1,1,1,1
2010,9,practically never,practically never,,,8,disagree,neither agree nor disagree,agree,1,0,,150,49,48,3,3,1,1,1,0,1,1,1,1
2012,entirely satisfied,occasionally,occasionally,,very good,,neither agree nor disagree,disagree,disagree,,,,,37,31,3,3,2,1,0,0,0,0,0,0
2012,8,occasionally,occasionally,,"not good, not poor",,neither agree nor disagree,neither agree nor disagree,disagree,,,,,37,31,3,3,2,1,1,0,0,0,0,0
2013,9,practically never,occasionally,agree entirely,very good,9,neither agree nor disagree,neither agree nor disagree,disagree,,,,,38,32,3,3,2,1,0,0,0,0,1,0
2014,9,occasionally,practically never,,very good,8,agree,agree,fully disagree,,,,,39,33,3,3,2,1,0,0,0,0,1,0
2008,8,occasionally,occasionally,,,,,,,,,,,30,40,2,2,4,4,0,0,0,0,0,0
2008,8,practically never,occasionally,,,,neither agree nor disagree,agree,agree,,,,,30,40,2,2,4,4,1,0,0,0,0,0
2009,7,practically never,occasionally,slightly agree,,8,neither agree nor disagree,agree,agree,27,,,,31,41,2,2,4,4,0,0,0,0,0,0
2010,9,occasionally,often,,,,,,,,,,,32,42,2,2,4,4,1,0,0,0,0,0
2010,8,often,often,,,8,agree,agree,neither agree nor disagree,,,,,32,42,2,2,4,4,0,0,0,0,0,0
2011,8,occasionally,occasionally,fairly agree,good,,,,,,,,,33,43,2,2,4,4,0,0,0,0,0,0
2011,8,practically never,occasionally,slightly agree,good,,,,,,,,,33,43,2,2,4,4,1,0,0,0,0,0
2016,6,often,often,,"not good, not poor",,neither agree nor disagree,disagree,disagree,,,,,38,48,2,2,4,4,0,0,0,0,0,0
2008,8,practically never,practically never,,,8,,,,,,,,38,31,2,3,2,1,0,1,0,0,0,0
2008,7,occasionally,practically never,,,8,disagree,agree,neither agree nor disagree,,,,,38,31,2,3,2,1,1,1,0,0,0,0
2008,entirely satisfied,practically never,occasionally,,,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,43,42,2,2,4,4,0,1,0,0,1,1
2010,entirely satisfied,practically never,occasionally,,,,,,,10,0,,,45,44,2,2,4,4,0,0,1,1,1,1
2008,entirely satisfied,occasionally,occasionally,,,8,agree,neither agree nor disagree,agree,,,,,42,42,2,2,1,1,0,0,1,0,2,0
2008,8,occasionally,practically never,,,8,disagree,agree,neither agree nor disagree,,,,,42,42,2,2,1,1,1,0,1,0,2,0
2009,8,occasionally,often,fairly agree,,9,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,43,43,2,2,1,1,0,0,1,0,2,0
2014,7,practically never,occasionally,,good,,,,,,,,,48,32,1,3,4,4,1,0,0,0,1,0
2012,8,occasionally,occasionally,,good,8,neither agree nor disagree,agree,neither agree nor disagree,1,0,,,51,48,2,3,1,1,0,0,1,0,0,0
